,Sentence,Tags,Extracted Sentences,Extracted Tags
207,we were going to go camping tomorrow but lily is having these chest pains right now and I don’t think it’s a good idea to go anymore,body pain,"['lily is having these chest pains', 'lily', 'chest pains', 'lily is having these chest pains right now']","{'body pain': 0.6751614809036255, 'racing heart': 0.32914024591445923, 'dilated pupils': 0.28277361392974854, 'mood change': 0.18702106177806854}"
375,My husband has had hiccups for about 18 hours now on and off! It’s starting to worry me.,hiccups,"['hiccups', 'my husband', 'my husband has had hiccups for about 18 hours', 'it’s starting to worry me.', 'my husband has had hiccups']","{'hiccups': 0.522060215473175, 'cough': 0.24828676879405975, 'mood change': 0.18978393077850342, 'racing heart': 0.15323565900325775, 'anxiety': 0.1512424349784851}"
86,"The diarrhea was shitty in the evening but then I took some medications and finally it got better. I got really dehydrated
as well so water was helpful",diarrhea,"['diarrhea', 'dehydrated', 'medications', 'shitty', 'i took some medications', 'the diarrhea was shitty']","{'diarrhea': 0.7746618390083313, 'hiccups': 0.37448742985725403, 'fatigue': 0.26439395546913147, 'lack of concentration': 0.14622661471366882, 'cough': 0.1432827115058899, 'dilated pupils': 0.13064149022102356, 'mood change': 0.10447568446397781}"
383,I woke up today feeling lightheaded and couldn’t really see properly. When I looked in the mirror my eyes seemed big and dilated too,"dilated pupils, dizziness","['lightheaded', 'lightheaded and couldn’t really see properly.', 'my eyes seemed big and dilated too', 'my eyes seemed big and dilated']","{'dilated pupils': 0.7814263701438904, 'dizziness': 0.4216017425060272, 'hiccups': 0.1925724595785141, 'fatigue': 0.17830437421798706}"
227,"I've had weird sensations in my chest all day, kind of like a tight pain and then it goes
",body pain,"['weird sensations in my chest all day, kind of like a tight pain', 'weird sensations', 'weird sensations in my chest all day,', 'weird sensations in my chest']","{'body pain': 0.6001174449920654, 'racing heart': 0.16056609153747559, 'cough': 0.11719147861003876, 'mood change': 0.10806651413440704}"
123,"I don't have taste for food, and I am so thirsty and sleepy. It is awful. I feel crazy due to the congestion in my head, it would go away for a
little while and then come back. My eyes are swollen and red. Just plain miserable.","fatigue, congestion","['it is awful. i feel crazy', 'congestion', 'thirsty and sleepy.', ""i don't have taste for food,"", 'my eyes are swollen and red. just plain miserable.', 'my eyes are swollen and red.', 'in my head,']","{'fatigue': 0.40684714913368225, 'dilated pupils': 0.40655258297920227, 'appetite change': 0.26818156242370605, 'body pain': 0.2449265569448471, 'racing heart': 0.19863565266132355, 'congestion': 0.19833679497241974, 'mood change': 0.17647922039031982, 'lack of concentration': 0.13409431278705597, 'hiccups': 0.11337641626596451, 'sore throat': 0.10304155945777893, 'poor coordination': 0.1030028834939003}"
344,"this morning there was blood in toms pee again. Im really concerned, even the doctor doesn’t know why",bleeding,"['there was blood in toms pee', 'blood in toms pee', 'blood', 'toms pee', 'the doctor doesn’t know why']","{'bleeding': 0.8552470803260803, 'hiccups': 0.3582977056503296, 'poor coordination': 0.10277094691991806}"
330,eric's forearm was really red earlier today. Kind of like he had a rash,skin rash,"['rash', ""eric's forearm was really red earlier today."", 'kind of like he had a rash', ""eric's"", 'forearm was really red earlier today. kind of like he had a rash', 'he had a rash', 'a rash']","{'skin rash': 0.6799855828285217, 'bleeding': 0.46233513951301575, 'mood change': 0.14898063242435455, 'hiccups': 0.1441834419965744, 'body pain': 0.13389433920383453, 'racing heart': 0.1266912817955017}"
410,"They were just extremely tired today. We thought the new prescription would help with this but it really didn't seem to make much of a difference. In fact, it might have made their fatigue worse. I think we're going to talk with the doctor about it on Friday to see if we can switch to something else. My can't really play with the others or do much else when they're so tired. I really just want the best for them.",fatigue,"['they were just extremely tired', 'they were just extremely tired today.', 'fatigue worse.', 'it might have made their fatigue worse.', 'fatigue']","{'fatigue': 0.6364721059799194, 'lack of sleep': 0.5394225716590881}"
190,tom seemed nervous and stressed before he went to bed,anxiety,"['tom seemed nervous and stressed', 'nervous and stressed', 'tom seemed nervous and stressed before he went to bed']","{'anxiety': 0.47852781414985657, 'mood change': 0.4461814761161804, 'lack of concentration': 0.12513132393360138}"
147,I woke up feeling fine but then two hours later I felt mild cramping of my neck which was unusal it went soon after though,body pain,"['mild cramping of my neck', 'two hours later i felt mild cramping of my neck', 'fine']","{'body pain': 0.7093727588653564, 'mood change': 0.16817587614059448, 'dilated pupils': 0.15785028040409088}"
296,"in addition to her fever, laura now has congested sinuses","congestion, fever","['fever, laura now has congested sinuses', 'laura now has congested sinuses', 'fever,', 'congested sinuses']","{'congestion': 0.550434410572052, 'fever': 0.4549000561237335, 'racing heart': 0.21742649376392365, 'body pain': 0.12233448028564453, 'cough': 0.11444547772407532}"
156,Sometimes when I get period cramps they go in thirty minutes but today they lasted five hours and I started to throw up so much too it was such a painful day,"body pain, vomiting","['i started to throw up so much too it was such a painful day', 'i started to throw up', 'period cramps', 'sometimes when i get period cramps they go in thirty minutes', 'they lasted five hours', 'sometimes when i get period cramps']","{'vomiting': 0.6919323205947876, 'bleeding': 0.5928100943565369, 'body pain': 0.5819080471992493, 'hiccups': 0.17453588545322418, 'mood change': 0.11092747002840042}"
16,"I have started getting frequent headaches. I don't know what a migraine feels like, but the other night was almost unbearable. I wake up and I'm vomiting masses of mucus. It is so upsetting in the mornings.","headache, vomiting","['frequent headaches.', 'it is so upsetting in the mornings.', 'headaches.', 'vomiting masses of mucus.', 'masses of mucus.', 'i wake up']","{'vomiting': 0.7075557708740234, 'headache': 0.5914732813835144, 'congestion': 0.4482435882091522, 'mood change': 0.2922009229660034, 'body pain': 0.2686666250228882, 'lack of sleep': 0.26063069701194763, 'hiccups': 0.1875409334897995}"
111,"I feel extreme pressure on the left side of my face all the way into my brain, including my neck.
My sinus headache started with aches and a fever and then when that subsided I was left with this incredible pressure. I have taken extra strength Tylenol and smeared some Vicks under my nostrils to breathe that in and it is helping some","headache, fever","['i have taken extra strength tylenol', 'sinus', 'my sinus headache', 'my sinus headache started with aches and a fever', 'tylenol', 'extra strength tylenol', 'tylenol and smeared some vicks under my nostrils', 'extreme pressure']","{'headache': 0.39800897240638733, 'sore throat': 0.355956494808197, 'congestion': 0.2973061501979828, 'body pain': 0.2797097861766815, 'dilated pupils': 0.22435399889945984, 'fever': 0.15414750576019287, 'poor coordination': 0.10840443521738052}"
397,"ive been so exhausted for the last three days for no reason. Getting out of bed in the morning even feels so difficult
",fatigue,"['exhausted', 'getting out of bed in the morning even feels so difficult', 'getting out of bed']","{'fatigue': 0.4752483665943146, 'lack of sleep': 0.3261561989784241, 'poor coordination': 0.271621435880661, 'body pain': 0.25984373688697815, 'hiccups': 0.23654066026210785}"
390,lilys eyes just dilated and she totally lost her sense of balance. It was as if she was having some weird episode,"dilated pupils, poor coordination","['some weird episode', 'lilys eyes just dilated', 'lilys eyes just dilated and she totally lost her sense of balance.']","{'dilated pupils': 0.8144475221633911, 'hiccups': 0.539155900478363, 'poor coordination': 0.281480610370636, 'mood change': 0.12512144446372986}"
396,toms pupils were dilated for some time earlier this evening. He could have been having an absence seizure but I couldn’t tell,dilated pupils,"['toms pupils', 'he could have been having an absence seizure', 'absence seizure', 'an absence seizure']","{'dilated pupils': 0.4816058278083801, 'mood change': 0.16173146665096283, 'lack of concentration': 0.14870041608810425}"
3,"It was a case of going to bed, waking up and not being able to breathe. It scared me because breathing is a necessity of life",,"['going to bed,', 'breathing', 'it was a case of going to bed,', 'waking up and not being able to breathe.', 'breathing is a necessity of life', 'it scared me because breathing is a necessity of life']","{'mood change': 0.31458109617233276, 'fatigue': 0.19555629789829254, 'lack of sleep': 0.17270056903362274, 'racing heart': 0.15973582863807678, 'body pain': 0.15372107923030853, 'cough': 0.13531705737113953, 'dilated pupils': 0.12930676341056824, 'anxiety': 0.10863527655601501, 'poor coordination': 0.10004137456417084}"
25,"I have thrown up at least 10 times. I am prone to stomach flu and profuse vomiting and I have 2 to 3 random vomiting bouts a year, in addition. My muscles ache because I'm throwing up so much","body pain, vomiting","['10 times.', 'stomach flu and profuse vomiting', 'my muscles ache', ""my muscles ache because i'm throwing up so much"", 'stomach flu']","{'body pain': 0.9035284519195557, 'vomiting': 0.6329894661903381, 'dilated pupils': 0.10421492159366608}"
278,erics throats is inflamed for the third time this month - I don’t know why he keeps on getting these throat issues,sore throat,['erics throats'],"{'sore throat': 0.39273151755332947, 'hiccups': 0.1417243331670761}"
180,tommy was so stressed before we took him to play football earlier today but thank god he's better now,anxiety,"['tommy was so stressed', 'tommy was so stressed before we took him to play football earlier today', ""thank god he's better now"", ""thank god he's better"", 'tommy was so stressed before we took him to play football', 'tommy', 'play football']","{'mood change': 0.2765696346759796, 'lack of concentration': 0.22436845302581787, 'racing heart': 0.188590407371521, 'anxiety': 0.13028444349765778, 'fatigue': 0.11420241743326187, 'dilated pupils': 0.1129564568400383, 'appetite change': 0.10782564431428909, 'sore throat': 0.10646849870681763, 'hiccups': 0.10370790213346481}"
